CustomerID,Gender,SeniorCitizen,Age,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,Churn
CUST-14709,Male,0,19,Yes,No,17,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,73.37,1210.71,4,Yes
CUST-13908,Female,1,66,No,No,35,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Transfer,58.93,2063.3,0,No
CUST-12388,Female,0,20,Yes,Yes,4,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,22.62,83.6,0,No
CUST-11971,Female,1,82,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No,Two Year,Yes,Electronic Check,50.3,1395.17,4,No
CUST-11741,Male,0,51,No,Yes,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,61.44,1093.91,3,No
CUST-13947,Male,0,33,Yes,No,27,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,75.82,2008.77,6,Yes
CUST-11817,Male,0,35,Yes,No,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Electronic Check,25.28,394.56,2,No
CUST-13010,Male,0,47,No,No,60,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Electronic Check,93.72,5299.42,1,No
CUST-10807,Male,0,29,Yes,Yes,19,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,26.19,492.25,1,No
CUST-10462,Female,0,41,Yes,No,31,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,71.61,2176.43,3,No
CUST-10879,Female,0,61,Yes,Yes,42,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,88.23,3642.65,5,No
CUST-16182,Female,0,61,Yes,No,40,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Transfer,21.79,844.47,0,Yes
CUST-15793,Male,1,68,Yes,No,18,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,One Year,Yes,Electronic Check,73.8,1265.08,1,No
CUST-15310,Male,0,30,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Electronic Check,92.36,691.1,2,Yes
CUST-16777,Female,1,74,No,No,58,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,26.92,1518.59,2,No
CUST-12650,Female,0,46,Yes,No,58,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.15,1076.1,0,Yes
CUST-10799,Female,0,29,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Electronic Check,58.14,1670.55,1,Yes
CUST-10354,Male,0,41,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,49.09,1259.71,0,No
CUST-12728,Male,0,24,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Transfer,53.49,1558.65,1,No
CUST-11073,Female,0,43,Yes,Yes,34,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,No,Electronic Check,73.85,2444.33,1,No
CUST-15872,Male,1,73,Yes,No,20,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Transfer,62.64,1225.92,5,Yes
CUST-16485,Female,0,38,No,No,2,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Transfer,79.15,159.02,1,Yes
CUST-10144,Male,0,41,Yes,No,25,No,No Phone Service,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Transfer,81.1,1992.78,2,No
CUST-10380,Female,0,35,No,No,32,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Transfer,50.2,1596.09,2,No
CUST-11340,Male,0,51,No,Yes,32,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Transfer,66.51,2042.85,3,Yes
CUST-12413,Female,0,48,No,Yes,12,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,95.42,1097.55,0,No
CUST-14368,Male,0,48,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-Month,No,Electronic Check,47.94,571.21,3,No
CUST-10121,Female,1,72,Yes,No,8,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,No,Bank Transfer,62.2,501.16,5,Yes
CUST-12338,Female,0,24,No,No,15,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Mailed Check,93.78,1340.08,0,No
CUST-13773,Female,0,56,Yes,No,27,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,77.55,2056.87,2,No
CUST-14701,Male,0,21,No,Yes,15,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,61.85,928.16,4,Yes
CUST-11360,Female,0,56,No,No,9,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,18.0,148.68,2,No
CUST-10418,Male,0,47,No,No,72,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Two Year,Yes,Mailed Check,83.97,5888.56,1,No
CUST-13658,Female,0,48,Yes,No,10,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,20.34,208.18,6,No
CUST-15559,Male,1,74,Yes,No,30,No,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Transfer,76.93,2269.24,5,No
CUST-11514,Female,0,24,No,Yes,26,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,No,Bank Transfer,57.63,1477.85,5,No
CUST-14196,Male,0,46,No,No,61,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two Year,No,Mailed Check,78.13,4541.98,1,No
CUST-13887,Female,0,27,No,No,19,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Electronic Check,27.53,512.1,1,No
CUST-14395,Male,0,60,Yes,No,24,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Yes,Credit Card,64.15,1532.32,5,No
CUST-12080,Male,0,59,No,Yes,52,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Electronic Check,93.86,4751.15,2,No
CUST-10555,Male,0,29,Yes,No,20,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Yes,Electronic Check,68.12,1330.3,1,No
CUST-16297,Female,0,50,Yes,No,20,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,88.11,1683.84,3,Yes
CUST-13567,Male,0,40,No,No,21,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,52.42,1031.92,6,No
CUST-16829,Female,1,74,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,57.37,462.15,1,Yes
CUST-11485,Male,0,20,No,No,14,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Transfer,87.76,1212.58,3,Yes
CUST-15030,Male,0,63,Yes,No,23,Yes,No,DSL,No,No,No,No,Yes,No,Two Year,No,Electronic Check,42.99,956.22,1,Yes
CUST-11272,Male,0,39,No,Yes,1,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer,79.29,80.08,4,Yes
CUST-16612,Female,0,55,No,No,10,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,Yes,Mailed Check,79.1,768.88,3,No
CUST-11411,Female,0,24,Yes,No,40,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Two Year,No,Credit Card,72.56,2893.71,6,No
CUST-16625,Female,0,43,No,No,6,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,64.83,373.56,4,Yes
CUST-16445,Male,0,31,No,No,16,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Electronic Check,86.31,1334.46,3,No
CUST-11471,Male,0,49,No,No,23,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.84,2114.27,2,Yes
CUST-12284,Male,0,34,Yes,No,20,No,No Phone Service,Fiber Optic,No,No,Yes,Yes,Yes,No,One Year,Yes,Mailed Check,87.08,1695.82,1,Yes
CUST-15516,Male,0,56,No,No,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,18.0,263.96,6,Yes
CUST-12715,Male,0,23,Yes,Yes,24,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.81,468.16,0,No
CUST-15648,Male,0,59,Yes,No,12,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,94.16,1077.11,1,Yes
CUST-14166,Male,0,48,No,No,72,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,25.37,1787.95,2,No
CUST-13918,Female,0,64,Yes,No,20,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,Yes,Mailed Check,71.23,1348.21,2,Yes
CUST-13187,Female,0,24,No,Yes,70,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two Year,Yes,Electronic Check,65.46,4548.93,6,No
CUST-12357,Male,0,37,Yes,Yes,58,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,78.93,4428.62,2,No
CUST-17004,Female,1,76,Yes,Yes,46,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two Year,No,Mailed Check,93.02,4254.72,1,No
CUST-16626,Female,0,46,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No,No,One Year,Yes,Bank Transfer,47.49,923.96,2,No
CUST-10981,Female,0,25,No,No,33,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,29.74,919.7,4,No
CUST-11732,Female,0,42,No,No,17,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two Year,No,Credit Card,61.7,1047.87,0,No
CUST-15987,Male,0,38,Yes,No,26,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,24.48,625.52,2,No
CUST-12197,Female,0,23,No,No,33,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,72.24,2337.01,1,Yes
CUST-13269,Male,0,20,No,No,14,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One Year,No,Bank Transfer,58.55,793.96,0,No
CUST-16220,Male,0,54,No,No,9,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,93.42,804.93,1,Yes
CUST-11268,Male,0,20,No,Yes,31,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Electronic Check,91.89,2730.4,3,No
CUST-10414,Male,0,57,Yes,No,46,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,67.12,2926.6,4,No
CUST-10268,Male,0,52,Yes,No,19,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Transfer,18.0,330.68,1,No
CUST-12519,Male,0,48,Yes,No,57,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Two Year,Yes,Electronic Check,68.18,3843.3,4,No
CUST-10654,Female,0,28,No,No,45,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Transfer,72.91,3262.99,3,Yes
CUST-11820,Female,0,63,No,No,6,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,Yes,Mailed Check,60.74,354.18,5,Yes
CUST-16935,Female,1,73,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,73.88,563.94,5,Yes
CUST-13718,Female,0,29,Yes,No,16,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two Year,No,Mailed Check,68.12,1069.34,2,No
CUST-14940,Female,0,48,No,No,44,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.25,1058.31,1,No
CUST-15270,Female,0,22,Yes,No,8,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,86.3,674.3,5,Yes
CUST-14617,Female,0,21,No,No,54,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,22.87,1205.82,3,No
CUST-10773,Female,0,60,No,Yes,45,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,18.8,811.33,3,No
CUST-12464,Male,0,42,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,75.66,1953.68,2,No
CUST-10589,Male,1,76,Yes,No,71,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,No,Credit Card,60.54,4127.51,5,No
CUST-12927,Female,0,51,Yes,No,30,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,21.86,635.4,1,Yes
CUST-15927,Female,0,57,Yes,No,17,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,63.57,1055.24,2,Yes
CUST-13892,Female,0,25,Yes,No,31,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer,82.7,2496.53,5,No
CUST-16290,Female,0,19,Yes,No,66,Yes,No,DSL,No,No,No,Yes,Yes,No,One Year,No,Electronic Check,58.1,3727.41,0,No
CUST-16501,Male,0,51,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One Year,Yes,Mailed Check,63.54,2410.14,2,No
CUST-13941,Male,0,24,Yes,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.92,1605.21,2,Yes
CUST-12484,Female,0,22,No,No,72,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,85.85,6085.23,2,No
CUST-12579,Female,1,71,No,No,21,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One Year,Yes,Electronic Check,61.17,1212.26,1,Yes
CUST-10701,Male,0,53,Yes,No,72,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Transfer,58.0,4136.03,1,No
CUST-13089,Female,0,48,Yes,No,12,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-Month,Yes,Electronic Check,60.32,703.42,0,Yes
CUST-13126,Female,0,54,No,Yes,18,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,87.26,1519.52,1,Yes
CUST-14250,Male,0,32,Yes,No,6,No,No Phone Service,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,No,Mailed Check,83.33,483.54,2,No
CUST-10677,Male,0,24,Yes,No,43,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,79.96,3364.74,0,Yes
CUST-16728,Female,0,37,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,67.88,2119.22,1,No
CUST-14733,Male,0,41,No,No,12,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Transfer,18.09,206.52,4,No
CUST-12617,Female,0,28,Yes,No,58,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Electronic Check,66.14,3725.69,6,No
CUST-16999,Female,0,36,Yes,No,10,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Two Year,No,Mailed Check,82.47,801.32,2,No
CUST-14104,Female,0,23,No,No,17,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer,101.31,1662.24,3,No
CUST-10693,Male,0,47,Yes,No,40,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,86.17,3344.43,5,Yes
CUST-11513,Female,0,42,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No,No,One Year,No,Credit Card,52.09,1901.14,0,No
CUST-16852,Female,0,54,Yes,Yes,43,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two Year,No,Mailed Check,73.14,3011.99,0,No
CUST-16118,Female,0,64,Yes,No,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,57.47,486.45,1,No
CUST-16202,Female,1,79,No,No,4,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Transfer,67.8,260.18,2,Yes
CUST-10110,Male,0,24,No,Yes,16,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,18.72,289.51,1,No
CUST-16980,Female,0,39,Yes,No,57,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,83.04,4520.68,3,No
CUST-13000,Female,0,42,Yes,Yes,72,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Bank Transfer,63.47,4410.5,6,No
CUST-13193,Female,0,53,No,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,56.16,1563.99,4,No
CUST-12191,Female,0,38,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Two Year,Yes,Mailed Check,59.48,1308.78,1,No
CUST-14674,Female,0,20,No,No,23,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Electronic Check,67.83,,2,Yes
CUST-12510,Male,0,61,No,No,28,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Transfer,71.98,1912.84,4,No
CUST-10856,Female,0,18,Yes,No,72,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Electronic Check,22.0,1569.64,1,No
CUST-13431,Female,0,21,No,Yes,43,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,No,Electronic Check,71.76,3023.01,1,Yes
CUST-14639,Male,1,70,No,No,70,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,No,Credit Card,107.47,7223.87,6,No
CUST-11978,Female,1,74,Yes,Yes,33,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Credit Card,90.72,2966.23,3,No
CUST-14647,Male,0,29,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,66.27,324.49,4,No
CUST-12751,Female,0,22,Yes,No,69,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Electronic Check,104.27,6817.07,2,No
CUST-15945,Male,0,37,No,Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two Year,No,Electronic Check,53.6,2422.76,1,No
CUST-14404,Male,0,40,No,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,51.72,595.52,3,No
CUST-11758,Female,0,59,Yes,No,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,19.98,422.44,4,No
CUST-12622,Male,0,19,Yes,Yes,65,No,No Phone Service,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Yes,Electronic Check,66.52,4200.01,5,No
CUST-13399,Female,1,65,Yes,Yes,16,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,78.8,1220.04,1,Yes
CUST-10605,Female,0,35,No,No,24,Yes,No,DSL,Yes,No,Yes,No,No,No,One Year,No,Electronic Check,49.55,1176.45,0,No
CUST-12453,Female,0,21,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Two Year,Yes,Mailed Check,48.9,571.9,2,No
CUST-14794,Male,1,82,No,No,19,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Mailed Check,83.03,1527.52,4,Yes
CUST-12392,Male,0,34,No,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Mailed Check,18.0,546.1,1,No
CUST-11468,Female,0,53,No,No,29,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Transfer,85.33,2453.35,5,Yes
CUST-14129,Female,0,40,No,Yes,18,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Transfer,23.03,390.6,1,Yes
CUST-12906,Female,0,38,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Transfer,70.52,761.8,2,No
CUST-16925,Male,0,36,No,No,19,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Transfer,27.31,493.32,6,No
CUST-17009,Female,1,79,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Transfer,68.59,198.01,3,Yes
CUST-12941,Male,0,56,No,No,39,No,No Phone Service,DSL,No,No,No,No,No,No,One Year,Yes,Electronic Check,56.29,2183.29,1,No
CUST-10107,Male,0,41,Yes,No,47,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,31.65,1480.0,6,No
CUST-16759,Male,0,57,Yes,No,22,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,25.27,527.46,4,No
CUST-10029,Female,0,36,No,Yes,30,No,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.35,581.25,1,No
CUST-15072,Male,0,56,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One Year,Yes,Electronic Check,66.02,2767.89,0,No
CUST-13307,Male,0,58,No,No,13,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Mailed Check,89.55,1106.93,5,Yes
CUST-13615,Female,0,45,Yes,Yes,31,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,25.33,752.17,2,Yes
CUST-15747,Female,0,50,No,No,22,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.73,419.76,3,No
CUST-16904,Male,0,22,No,Yes,72,Yes,No,DSL,No,No,No,No,No,No,Two Year,Yes,Bank Transfer,42.14,2995.64,4,No
CUST-10751,Male,0,36,No,Yes,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-Month,No,Electronic Check,58.39,1243.66,4,Yes
CUST-15048,Male,0,50,Yes,No,22,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,No,Bank Transfer,85.16,1850.95,5,No
CUST-10584,Female,1,67,Yes,No,32,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Mailed Check,19.63,614.43,5,No
CUST-11220,Male,1,69,No,No,72,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Bank Transfer,86.02,6176.95,1,No
CUST-12644,Male,1,67,Yes,No,48,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,Yes,Electronic Check,88.78,4237.34,2,No
CUST-16893,Male,1,68,Yes,No,24,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,79.09,1875.26,2,Yes
CUST-15341,Male,0,45,Yes,Yes,41,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,87.88,3545.05,4,No
CUST-16066,Male,0,57,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,48.24,1280.87,4,No
CUST-10548,Female,1,77,Yes,No,23,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,One Year,Yes,Mailed Check,84.27,1899.43,2,No
CUST-15461,Male,0,63,No,No,10,No,No Phone Service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Transfer,67.29,665.44,2,No
CUST-11916,Female,0,46,No,Yes,55,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Electronic Check,22.68,1180.08,2,Yes
CUST-14577,Male,0,24,Yes,No,32,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Mailed Check,25.94,798.68,1,Yes
CUST-16562,Male,0,35,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,54.95,759.21,1,No
CUST-16646,Male,0,55,No,Yes,61,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Electronic Check,30.43,1846.14,4,No
CUST-12704,Female,1,74,Yes,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,No,Mailed Check,53.17,1761.2,4,No
CUST-16798,Female,0,31,Yes,No,13,Yes,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Transfer,29.75,369.56,1,No
CUST-16902,Female,0,51,Yes,No,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Two Year,Yes,Electronic Check,58.66,289.77,1,No
CUST-14060,Female,0,58,Yes,No,35,Yes,No,DSL,Yes,No,Yes,No,No,No,Two Year,Yes,Electronic Check,55.74,1849.6,1,No
CUST-14958,Male,0,63,Yes,No,57,Yes,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,20.49,1140.74,1,No
