CustomerID,Gender,SeniorCitizen,Age,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,CustomerSupportCalls,Churn,AvgChargePerTenure,IsNewCustomer,HighSupportCalls,TotalAddonServices,ChargeVsTierAvg,IsMonthToMonth
CUST-13889,1,0,28,1,1,72,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,0,Bank Transfer,23.62,1652.15,1.0,No,22.946527777777778,0,0,0,0.8733886407147402,0
CUST-12997,1,0,38,1,0,72,0,No Phone Service,Fiber Optic,No,No,Yes,No,Yes,No,One Year,0,Credit Card,72.87,5242.17,1.0,Yes,72.80791666666667,0,0,2,-9.13761064785119,0
CUST-14251,1,0,40,0,0,40,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Electronic Check,25.82,984.24,7.0,No,24.606,0,1,0,3.0733886407147395,1
CUST-11606,0,0,55,0,0,18,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,0,Bank Transfer,25.83,458.83,0.0,Yes,25.490555555555556,0,0,0,3.0833886407147375,0
CUST-14953,0,0,23,1,0,72,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-Month,0,Mailed Check,104.94,7496.43,3.0,No,104.11708333333334,0,0,4,22.932389352148803,1
CUST-14015,0,1,65,0,0,43,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Bank Transfer,18.0,727.21,1.0,No,16.91186046511628,0,0,0,-4.746611359285261,1
CUST-14374,0,0,57,0,1,39,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,0,Electronic Check,32.21,1223.94,1.0,No,31.383076923076924,0,0,0,9.46338864071474,0
CUST-14386,1,1,67,1,0,19,1,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-Month,1,Electronic Check,67.73,1224.85,3.0,Yes,64.46578947368421,0,0,3,6.426467345207804,1
CUST-11782,1,1,79,1,0,72,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-Month,1,Electronic Check,63.99,4531.19,1.0,No,62.93319444444444,0,0,3,2.6864673452078023,1
CUST-11084,0,0,58,0,1,9,1,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,1,Bank Transfer,103.16,920.26,5.0,Yes,102.25111111111111,0,1,4,21.152389352148802,0
CUST-13680,0,0,29,1,0,48,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Bank Transfer,22.03,1057.44,1.0,No,22.03,0,0,0,-0.7166113592852597,0
CUST-11880,0,0,56,0,0,18,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Electronic Check,20.47,358.64,4.0,Yes,19.924444444444443,0,1,0,-2.276611359285262,1
CUST-10833,0,0,32,1,0,3,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Credit Card,21.6,53.29,2.0,No,17.763333333333332,1,0,0,-1.1466113592852594,0
CUST-14537,0,0,58,0,1,62,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,1,Credit Card,60.35,3519.94,1.0,No,56.77322580645161,0,0,3,-0.9535326547921983,1
CUST-16144,0,0,32,1,0,18,0,No Phone Service,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,0,Mailed Check,76.24,1350.15,3.0,No,75.00833333333334,0,0,1,-5.7676106478512,1
CUST-10549,1,0,60,1,1,28,0,No Phone Service,DSL,No,No,No,Yes,Yes,No,Two Year,1,Mailed Check,59.07,1559.72,0.0,No,55.70428571428572,0,0,2,-2.2335326547921994,0
CUST-15836,0,0,55,1,0,36,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-Month,0,Bank Transfer,45.37,1584.97,3.0,Yes,44.026944444444446,0,0,2,-15.933532654792202,1
CUST-15371,0,0,39,0,0,12,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Mailed Check,18.0,210.97,0.0,No,17.580833333333334,0,0,0,-4.746611359285261,1
CUST-16481,1,0,21,1,1,24,1,No,DSL,No,No,No,No,Yes,No,Two Year,1,Credit Card,48.27,1121.2,1.0,No,46.71666666666667,0,0,1,-13.033532654792197,0
CUST-10296,0,1,70,0,0,20,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Bank Transfer,20.52,396.01,4.0,Yes,19.8005,0,1,0,-2.226611359285261,1
CUST-16241,1,1,82,0,0,48,1,No,DSL,No,No,Yes,Yes,No,Yes,One Year,0,Electronic Check,60.04,2884.12,1.0,No,60.08583333333333,0,0,3,-1.2635326547922006,0
CUST-15094,0,0,52,1,1,15,1,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,1,Mailed Check,72.91,1060.03,1.0,No,70.66866666666667,0,0,1,-9.097610647851198,1
CUST-15096,0,0,56,1,0,67,0,No Phone Service,Fiber Optic,No,Yes,No,No,No,No,Two Year,1,Electronic Check,64.66,4290.11,2.0,No,64.03149253731343,0,0,1,-17.347610647851198,0
CUST-15008,0,0,35,1,1,72,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Credit Card,25.53,1807.16,1.0,No,25.099444444444444,0,0,0,2.7833886407147403,1
CUST-15503,0,1,73,0,0,40,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Electronic Check,19.93,758.42,2.0,No,18.9605,0,0,0,-2.816611359285261,0
CUST-15753,0,1,71,0,1,40,1,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,1,Credit Card,92.49,3610.82,4.0,Yes,90.2705,0,1,3,10.4823893521488,0
CUST-13045,0,0,53,1,0,6,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Bank Transfer,29.02,168.78,1.0,No,28.13,1,0,0,6.273388640714739,1
CUST-14684,0,0,60,0,0,8,1,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,1,Electronic Check,74.72,584.79,3.0,Yes,73.09875,0,0,1,-7.287610647851196,1
CUST-10100,0,0,36,1,1,15,1,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-to-Month,1,Bank Transfer,68.11,1005.06,3.0,Yes,67.00399999999999,0,0,2,-13.897610647851195,1
CUST-15434,0,0,60,1,0,24,1,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-Month,1,Credit Card,95.06,2252.36,5.0,Yes,93.84833333333334,0,1,4,13.052389352148808,1
CUST-14362,0,0,52,0,1,56,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Electronic Check,18.0,975.1,6.0,No,17.4125,0,1,0,-4.746611359285261,1
CUST-12516,1,0,23,1,0,15,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-to-Month,1,Bank Transfer,83.49,1205.63,2.0,No,80.37533333333334,0,0,2,1.4823893521488003,1
CUST-10960,0,0,59,0,0,43,1,No,Fiber Optic,No,No,Yes,No,No,No,Two Year,1,Electronic Check,79.06,3281.26,4.0,No,76.30837209302327,0,1,1,-2.9476106478511923,0
CUST-16322,0,0,22,0,0,26,1,No,DSL,No,Yes,No,No,No,Yes,One Year,1,Bank Transfer,59.33,1456.36,2.0,No,56.01384615384615,0,0,2,-1.9735326547922014,0
CUST-13388,1,0,60,0,0,52,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,1,Electronic Check,56.55,2860.14,2.0,Yes,55.00269230769231,0,0,1,-4.7535326547922025,1
CUST-12251,0,0,58,0,1,19,1,No,DSL,No,No,No,Yes,Yes,Yes,One Year,0,Electronic Check,59.11,1100.96,2.0,Yes,57.945263157894736,0,0,3,-2.1935326547922003,0
CUST-11582,1,0,60,0,0,72,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Mailed Check,21.37,1524.58,1.0,No,21.174722222222222,0,0,0,-1.3766113592852598,1
CUST-15183,0,0,64,1,0,52,1,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Two Year,0,Mailed Check,91.75,4591.64,2.0,No,88.30076923076923,0,0,4,9.742389352148805,0
CUST-10798,0,0,60,1,0,18,1,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One Year,1,Mailed Check,80.97,1442.32,3.0,No,80.12888888888888,0,0,4,-1.0376106478511957,0
CUST-12173,1,1,72,1,0,41,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Credit Card,26.55,1063.09,3.0,Yes,25.9290243902439,0,0,0,3.80338864071474,1
CUST-15825,1,0,52,1,0,72,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,0,Mailed Check,21.09,1477.28,1.0,No,20.517777777777777,0,0,0,-1.656611359285261,0
CUST-11423,1,0,59,0,0,17,1,No,Fiber Optic,No,No,No,Yes,No,No,Two Year,1,Electronic Check,73.05,1212.7,1.0,No,71.33529411764707,0,0,1,-8.957610647851197,0
CUST-16796,0,0,28,1,1,27,0,No Phone Service,DSL,No,No,No,No,No,No,Month-to-Month,0,Electronic Check,50.11,1333.63,1.0,Yes,49.39370370370371,0,0,0,-11.1935326547922,1
CUST-13837,1,0,24,1,0,54,1,No,DSL,No,Yes,No,No,No,Yes,One Year,0,Electronic Check,56.47,2894.55,2.0,No,53.60277777777778,0,0,2,-4.833532654792201,0
CUST-11414,1,1,84,1,0,7,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Bank Transfer,31.6,202.67,2.0,No,28.95285714285714,0,0,0,8.85338864071474,0
CUST-10346,0,0,27,1,0,17,0,No Phone Service,DSL,Yes,No,No,No,No,No,Month-to-Month,1,Mailed Check,45.69,744.46,1.0,No,43.79176470588236,0,0,1,-15.613532654792202,1
CUST-14032,0,0,22,0,0,12,1,No,Fiber Optic,No,No,No,No,No,Yes,Two Year,0,Electronic Check,82.19,966.7,3.0,No,80.55833333333334,0,0,1,0.18238935214880314,0
CUST-14295,1,0,26,1,1,15,0,No Phone Service,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,0,Electronic Check,79.59,1131.82,1.0,Yes,75.45466666666667,0,0,3,-2.417610647851191,1
CUST-12215,1,0,37,1,0,26,1,Yes,DSL,No,No,No,No,No,No,Two Year,0,Credit Card,55.38,1411.1,0.0,No,54.27307692307692,0,0,0,-5.923532654792197,0
CUST-11446,0,0,21,0,0,42,1,No,DSL,No,No,No,No,Yes,No,Month-to-Month,0,Mailed Check,58.46,2370.95,3.0,No,56.45119047619047,0,0,1,-2.843532654792199,1
CUST-10681,1,1,67,0,0,15,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-Month,0,Mailed Check,96.03,1428.03,5.0,Yes,95.202,0,1,3,14.022389352148807,1
CUST-11643,1,0,34,1,0,18,1,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Two Year,1,Bank Transfer,80.28,1391.08,2.0,No,77.28222222222222,0,0,3,-1.7276106478511934,0
CUST-15904,1,0,33,0,0,34,1,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Two Year,1,Electronic Check,86.86,2790.75,4.0,No,82.08088235294117,0,1,3,4.852389352148805,0
CUST-11374,0,1,65,0,0,48,1,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,1,Bank Transfer,79.1,3590.54,2.0,No,74.80291666666666,0,0,3,-2.9076106478512003,1
CUST-12133,0,0,36,1,1,53,1,Yes,DSL,Yes,No,No,No,No,No,One Year,1,Mailed Check,49.36,2486.18,2.0,No,46.90905660377358,0,0,1,-11.9435326547922,0
CUST-10087,1,0,53,1,1,38,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One Year,0,Credit Card,87.8,3218.72,1.0,No,84.70315789473683,0,0,5,26.496467345207797,0
CUST-10465,0,0,27,1,1,30,1,No,DSL,No,No,No,No,No,No,Month-to-Month,1,Bank Transfer,50.94,1457.02,3.0,Yes,48.56733333333333,0,0,0,-10.363532654792202,1
CUST-12283,0,0,30,0,1,72,0,No Phone Service,DSL,Yes,Yes,Yes,No,Yes,No,One Year,0,Electronic Check,72.38,4973.31,1.0,No,69.07375,0,0,4,11.076467345207796,0
CUST-16944,1,1,78,1,1,43,1,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,1,Electronic Check,74.67,3126.48,5.0,Yes,72.70883720930233,0,1,1,-7.337610647851193,1
CUST-15117,0,0,38,1,1,54,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,1,Electronic Check,66.36,3491.08,1.0,No,64.64962962962963,0,0,5,5.0564673452078,1
CUST-13855,1,0,59,0,0,9,1,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-Month,1,Credit Card,66.17,589.42,5.0,Yes,65.49111111111111,0,1,2,4.866467345207802,1
CUST-15201,1,1,84,0,0,12,1,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,0,Electronic Check,79.9,910.39,7.0,Yes,75.86583333333333,0,1,4,-2.107610647851189,1
CUST-11702,1,0,56,0,0,33,1,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-to-Month,0,Mailed Check,82.41,2562.77,0.0,Yes,77.65969696969697,0,0,3,0.402389352148802,1
CUST-11298,0,0,41,0,0,34,0,No Phone Service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-Month,1,Electronic Check,61.95,2019.32,2.0,No,59.39176470588235,0,0,4,0.6464673452078031,1
CUST-16920,0,0,25,0,0,25,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,0,Credit Card,56.32,1382.47,5.0,Yes,55.2988,0,1,2,-4.983532654792199,1
CUST-11545,1,0,48,1,0,10,1,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-to-Month,0,Mailed Check,77.9,768.1,4.0,No,76.81,0,1,3,-4.107610647851189,1
CUST-14839,1,0,23,1,0,14,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-Month,0,Electronic Check,61.92,837.73,4.0,Yes,59.837857142857146,0,1,2,0.616467345207802,1
CUST-10157,0,0,39,0,0,50,0,No Phone Service,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-Month,1,Mailed Check,81.51,3996.74,3.0,Yes,79.9348,0,0,3,-0.49761064785118947,1
CUST-10351,1,1,77,0,0,10,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-Month,1,Credit Card,76.19,746.23,1.0,No,74.623,0,0,4,14.886467345207798,1
CUST-11870,1,0,52,0,1,58,1,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,0,Bank Transfer,81.27,4614.31,3.0,Yes,79.55706896551725,0,0,1,-0.7376106478511986,1
CUST-15537,0,0,48,1,0,19,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Credit Card,20.28,381.1,2.0,Yes,20.057894736842105,0,0,0,-2.4666113592852597,1
CUST-12432,0,1,76,0,0,72,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,0,Electronic Check,18.0,1271.96,0.0,No,17.66611111111111,0,0,0,-4.746611359285261,0
CUST-12619,0,0,52,1,0,45,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Two Year,1,Bank Transfer,61.06,2753.02,3.0,No,61.178222222222225,0,0,3,-0.24353265479219743,0
CUST-10994,0,0,27,1,1,44,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Credit Card,28.31,1188.05,6.0,No,27.001136363636363,0,1,0,5.563388640714738,1
CUST-12543,1,0,53,0,1,6,1,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Two Year,1,Credit Card,90.21,518.49,2.0,No,86.415,1,0,4,8.2023893521488,0
CUST-12864,1,0,54,0,1,60,1,No,DSL,Yes,No,No,No,No,Yes,One Year,1,Bank Transfer,56.99,3316.58,1.0,No,55.27633333333333,0,0,2,-4.313532654792198,0
CUST-15453,1,0,34,1,0,41,1,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-Month,1,Credit Card,77.45,3128.59,3.0,No,76.30707317073171,0,0,2,-4.557610647851192,1
CUST-11737,1,0,52,0,0,20,1,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-Month,0,Electronic Check,60.43,1198.51,4.0,No,59.9255,0,1,3,-0.8735326547922,1
CUST-15783,0,1,79,0,0,36,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-Month,0,Credit Card,73.81,2504.78,5.0,No,69.57722222222223,0,1,4,12.506467345207803,1
CUST-10743,1,0,41,1,1,27,0,No Phone Service,Fiber Optic,No,No,No,Yes,Yes,Yes,Two Year,1,Credit Card,95.99,2484.36,3.0,No,92.01333333333334,0,0,3,13.9823893521488,0
CUST-15834,0,0,40,0,1,53,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Bank Transfer,18.0,924.65,5.0,No,17.44622641509434,0,1,0,-4.746611359285261,1
CUST-10084,1,0,55,1,0,69,1,No,DSL,Yes,No,No,No,No,Yes,Month-to-Month,0,Electronic Check,54.69,3695.03,1.0,No,53.551159420289856,0,0,2,-6.613532654792202,1
CUST-15155,1,0,34,1,0,27,0,No Phone Service,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-Month,1,Bank Transfer,91.69,2427.87,5.0,Yes,89.9211111111111,0,1,3,9.682389352148803,1
CUST-15743,0,0,25,0,0,35,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two Year,1,Mailed Check,73.35,2441.93,1.0,No,69.76942857142856,0,0,5,12.046467345207795,0
CUST-13885,1,1,77,1,1,18,1,No,DSL,No,No,No,No,No,Yes,Two Year,1,Credit Card,53.73,966.27,3.0,Yes,53.681666666666665,0,0,1,-7.573532654792203,0
CUST-12825,0,0,29,0,0,17,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Electronic Check,18.0,299.7,5.0,Yes,17.629411764705882,0,1,0,-4.746611359285261,1
CUST-13276,1,0,23,1,0,30,1,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,1,Bank Transfer,75.0,2152.64,3.0,Yes,71.75466666666667,0,0,2,-7.007610647851195,1
CUST-11175,0,0,23,0,1,70,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,1,Mailed Check,70.7,4745.25,1.0,No,67.78928571428571,0,0,3,9.396467345207803,1
CUST-12954,0,0,57,1,1,19,1,No,Fiber Optic,No,No,No,No,No,Yes,One Year,0,Electronic Check,84.12,1550.97,1.0,Yes,81.63,0,0,1,2.11238935214881,0
CUST-15969,0,1,84,0,1,19,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Electronic Check,26.79,508.36,2.0,No,26.75578947368421,0,0,0,4.043388640714738,0
CUST-15170,0,1,66,1,1,25,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-Month,0,Electronic Check,61.56,1539.0,4.0,No,61.56,0,1,2,0.25646734520780257,1
CUST-11921,1,0,33,1,0,20,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,1,Credit Card,48.55,907.87,1.0,Yes,45.3935,0,0,1,-12.753532654792203,1
CUST-14832,0,0,18,0,0,61,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,1,Electronic Check,57.71,3341.8,3.0,No,54.783606557377055,0,0,2,-3.593532654792199,1
CUST-15749,0,0,53,1,0,12,0,No Phone Service,Fiber Optic,No,Yes,No,No,Yes,No,Two Year,1,Credit Card,69.79,787.58,2.0,No,65.63166666666667,0,0,2,-12.217610647851188,0
CUST-14024,0,0,51,1,0,55,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-Month,0,Mailed Check,55.94,3056.76,4.0,No,55.57745454545455,0,1,1,-5.363532654792202,1
CUST-16085,0,0,51,0,1,19,1,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,0,Bank Transfer,73.82,1389.03,7.0,Yes,73.10684210526315,0,1,1,-8.187610647851201,1
CUST-16237,0,0,22,0,1,58,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,1,Mailed Check,26.84,1540.04,2.0,No,26.552413793103447,0,0,0,4.093388640714739,0
CUST-14692,0,1,73,1,0,72,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,64.7,4624.04,2.0,No,64.22277777777778,0,0,4,3.396467345207803,1
CUST-15149,1,0,45,0,1,14,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-Month,1,Electronic Check,60.25,802.16,2.0,Yes,57.29714285714285,0,0,3,-1.0535326547921997,1
CUST-10167,0,0,34,1,0,35,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,0,Electronic Check,19.67,665.28,1.0,No,19.008,0,0,0,-3.076611359285259,0
CUST-14836,1,0,33,0,1,33,0,No Phone Service,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,0,Credit Card,91.48,2909.41,2.0,No,88.16393939393939,0,0,4,9.47238935214881,0
CUST-15806,0,0,27,0,0,49,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,1,Credit Card,63.3,2971.45,2.0,No,60.641836734693875,0,0,4,1.9964673452077975,0
CUST-14103,1,0,35,0,0,41,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One Year,1,Electronic Check,67.48,2657.91,1.0,No,64.82707317073171,0,0,5,6.176467345207804,0
CUST-16743,1,0,40,1,0,41,1,No,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,0,Credit Card,71.2,2914.63,6.0,No,71.08853658536586,0,1,1,-10.807610647851192,1
CUST-11400,1,0,30,1,1,21,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,1,Electronic Check,19.22,392.29,2.0,Yes,18.680476190476192,0,0,0,-3.526611359285262,1
CUST-15346,0,0,20,0,0,60,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Electronic Check,25.53,1476.75,2.0,Yes,24.6125,0,0,0,2.7833886407147403,0
CUST-15080,1,1,78,0,1,58,1,No,DSL,No,Yes,Yes,No,No,Yes,One Year,1,Electronic Check,59.35,3263.26,0.0,No,56.263103448275864,0,0,3,-1.9535326547921983,0
CUST-15641,0,0,20,0,1,40,1,No,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,1,Bank Transfer,90.89,3629.85,6.0,Yes,90.74625,0,1,2,8.882389352148806,1
CUST-14560,0,1,84,0,0,32,1,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-Month,1,Mailed Check,57.31,1772.46,6.0,No,55.389375,0,1,3,-3.9935326547921974,1
CUST-16563,0,0,30,1,0,59,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Electronic Check,26.1,1524.46,3.0,No,25.838305084745762,0,0,0,3.3533886407147406,1
CUST-13017,1,1,77,1,0,41,0,No Phone Service,DSL,Yes,No,No,Yes,No,No,One Year,1,Electronic Check,61.37,2516.28,3.0,No,61.37268292682927,0,0,2,0.06646734520779773,0
CUST-14387,1,0,37,0,0,62,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,0,Bank Transfer,19.36,1178.54,3.0,No,19.008709677419354,0,0,0,-3.3866113592852614,0
CUST-15660,1,0,53,1,1,41,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Electronic Check,20.01,816.67,2.0,No,19.918780487804877,0,0,0,-2.7366113592852592,0
CUST-16783,1,0,40,0,0,21,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-Month,0,Electronic Check,88.19,1835.96,5.0,Yes,87.42666666666666,0,1,3,6.182389352148803,1
CUST-15602,0,1,65,0,0,50,1,No,Fiber Optic,Yes,No,No,No,Yes,No,One Year,0,Electronic Check,81.63,3998.43,2.0,No,79.9686,0,0,2,-0.37761064785119913,0
CUST-15058,0,0,18,1,1,47,1,No,Fiber Optic,No,No,No,No,No,Yes,Month-to-Month,1,Bank Transfer,53.93,2413.9,6.0,No,51.35957446808511,0,1,1,-28.077610647851195,1
CUST-12688,1,0,36,1,1,8,1,Yes,Fiber Optic,Yes,No,No,No,No,No,Two Year,0,Mailed Check,72.15,550.26,0.0,No,68.7825,0,0,1,-9.857610647851189,0
CUST-14866,1,0,59,1,0,14,1,Yes,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Bank Transfer,23.43,329.19,3.0,No,23.513571428571428,0,0,0,0.6833886407147389,0
CUST-13909,0,0,47,1,0,44,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Electronic Check,73.43,3214.07,3.0,No,73.04704545454545,0,0,3,12.126467345207807,1
CUST-11511,1,0,37,0,1,39,1,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,1,Credit Card,69.17,2552.2,1.0,Yes,65.44102564102563,0,0,2,-12.837610647851193,1
CUST-11726,1,0,38,1,0,22,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two Year,1,Credit Card,78.36,1688.89,1.0,Yes,76.76772727272727,0,0,4,17.0564673452078,0
CUST-12651,1,0,54,0,0,58,1,No,Fiber Optic,No,No,No,No,No,Yes,One Year,1,Mailed Check,63.4,3556.83,1.0,No,61.32465517241379,0,0,1,-18.607610647851196,0
CUST-14151,0,0,31,0,1,72,1,No,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,0,Credit Card,20.39,1391.65,1.0,No,19.328472222222224,0,0,0,-2.35661135928526,1
CUST-13279,1,0,22,0,0,23,1,No,DSL,Yes,Yes,No,Yes,No,No,Two Year,0,Mailed Check,61.08,1397.53,1.0,No,60.762173913043476,0,0,3,-0.2235326547922014,0
CUST-11317,1,0,54,1,1,21,1,No,DSL,No,Yes,No,No,No,Yes,Month-to-Month,1,Mailed Check,57.26,1182.28,4.0,No,56.29904761904762,0,1,2,-4.043532654792202,1
CUST-15846,0,0,45,0,0,36,0,No Phone Service,No,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,1,Bank Transfer,18.0,627.71,1.0,No,17.43638888888889,0,0,0,-4.746611359285261,0
CUST-13185,1,0,46,0,1,21,1,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,1,Mailed Check,75.87,1533.53,1.0,No,73.0252380952381,0,0,0,-6.13761064785119,1
